Values,Timestamp,MA_1000,MA_5000,MA_5,diff1,diff2
46,2024-07-01 15:36:15,79.498,71.8152,46.8,-1.0,-1.0
87,2024-07-01 16:49:55,79.307,71.8556,71.4,-2.0,-2.0
86,2024-07-01 16:51:16,79.246,71.9094,86.8,-1.0,-1.0
85,2024-07-01 16:55:23,79.044,72.0792,85.8,-1.0,-1.0
84,2024-07-01 16:59:47,78.9,72.1956,84.8,-1.0,-1.0
83,2024-07-01 17:05:02,78.619,72.4034,83.8,-1.0,-1.0
82,2024-07-01 17:07:27,78.498,72.4576,82.8,-1.0,-1.0
81,2024-07-01 17:10:47,78.273,72.499,81.8,-1.0,-1.0
80,2024-07-01 17:13:15,78.112,72.5238,80.8,-1.0,-1.0
79,2024-07-01 17:17:22,77.856,72.5534,79.8,-1.0,-1.0
78,2024-07-01 17:19:51,77.681,72.568,78.8,-1.0,-1.0
77,2024-07-01 17:25:37,77.554,72.5756,77.8,-1.0,-1.0
76,2024-07-01 17:27:15,77.439,72.5798,76.8,-1.0,-1.0
75,2024-07-01 17:30:01,77.218,72.5834,75.8,-1.0,-1.0
74,2024-07-01 17:32:13,77.154,72.5832,75.0,-1.0,-1.0
73,2024-07-01 17:35:47,76.845,72.5772,73.8,-1.0,-1.0
72,2024-07-01 17:37:10,76.752,72.5738,72.8,-1.0,-1.0
71,2024-07-01 17:40:59,76.559,72.5642,71.8,-1.0,-1.0
69,2024-07-01 17:48:42,76.357,72.5348,70.6,-2.0,-2.0
68,2024-07-01 17:53:24,76.14,72.485,68.8,-1.0,-1.0
67,2024-07-01 17:56:24,75.831,72.4144,67.8,-1.0,-1.0
66,2024-07-01 18:01:06,75.572,72.3548,66.8,-1.0,-1.0
65,2024-07-01 18:03:15,75.339,72.3002,65.8,-1.0,-1.0
64,2024-07-01 18:07:25,74.858,72.1906,64.8,-1.0,-1.0
63,2024-07-01 18:12:55,74.175,72.0374,63.8,-1.0,-1.0
62,2024-07-01 18:16:45,73.886,71.9742,62.8,-1.0,-1.0
61,2024-07-01 18:21:43,73.302,71.8456,61.8,-1.0,-1.0
60,2024-07-01 18:23:38,73.037,71.7878,60.8,-1.0,-1.0
59,2024-07-01 18:25:50,72.968,71.7728,60.2,-1.0,-1.0
58,2024-07-01 18:28:52,72.547,71.683,58.8,-1.0,-1.0
57,2024-07-01 18:37:23,71.775,71.5156,57.8,-1.0,-1.0
56,2024-07-01 18:39:51,71.423,71.4386,56.8,-1.0,-1.0
54,2024-07-01 18:45:21,71.349,71.4226,56.0,-2.0,-2.0
53,2024-07-01 18:49:12,70.781,71.2994,53.8,-1.0,-1.0
52,2024-07-01 18:52:13,70.324,71.1998,52.8,-1.0,-1.0
52,2024-07-01 18:53:53,70.055,71.1416,52.6,-1.0,-1.0
51,2024-07-01 18:57:11,69.826,71.091,51.8,-1.0,-1.0
50,2024-07-01 18:59:07,69.747,71.0736,51.2,-1.0,-1.0
49,2024-07-01 19:03:45,69.026,70.9162,49.8,-1.0,-1.0
48,2024-07-01 19:06:46,68.538,70.8104,48.8,-1.0,-1.0
47,2024-07-01 19:12:51,67.529,70.5874,47.8,-1.0,-1.0
46,2024-07-01 19:18:03,66.772,70.4162,46.8,-1.0,-1.0
45,2024-07-01 19:27:59,65.189,70.0578,45.8,-1.0,-1.0
44,2024-07-01 19:32:07,65.03,70.0216,44.8,-1.0,-1.0
43,2024-07-01 19:37:36,64.154,69.8212,43.8,-1.0,-1.0
43,2024-07-01 19:38:59,63.956,69.7756,43.4,-1.0,-1.0
42,2024-07-01 19:42:17,63.447,69.6568,42.8,-1.0,-1.0
41,2024-07-01 19:50:32,62.166,69.353,41.8,-1.0,-1.0
40,2024-07-01 19:53:16,61.784,69.2606,40.8,-1.0,-1.0
39,2024-07-01 20:09:13,59.527,68.6936,39.8,-1.0,-1.0
38,2024-07-01 20:18:02,58.354,68.3738,38.8,-1.0,-1.0
37,2024-07-01 20:41:24,56.011,67.7,37.8,-1.0,-1.0
36,2024-07-01 20:49:37,55.187,67.4454,36.8,-1.0,-1.0
35,2024-07-01 21:00:22,54.14,67.1108,35.8,-1.0,-1.0
34,2024-07-01 21:06:08,53.781,66.9946,34.8,-1.0,-1.0
34,2024-07-01 21:07:47,53.615,66.9404,34.4,-1.0,-1.0
33,2024-07-01 21:27:52,51.828,66.3694,33.8,-1.0,-1.0
33,2024-07-01 21:29:30,51.687,66.3228,33.8,-1.0,-1.0
32,2024-07-01 21:39:08,51.0,66.076,32.8,-1.0,-1.0
99,2024-07-01 23:16:39,46.985,65.7336,99.8,-1.0,-1.0
98,2024-07-01 23:30:24,48.179,66.1866,98.8,-1.0,-1.0
97,2024-07-01 23:32:52,48.46,66.2848,97.8,-1.0,-1.0
96,2024-07-01 23:35:20,48.747,66.384,96.8,-1.0,-1.0
95,2024-07-01 23:39:26,49.211,66.5444,95.8,-1.0,-1.0
94,2024-07-01 23:42:30,49.596,66.6666,94.8,-1.0,-1.0
94,2024-07-01 23:44:40,49.836,66.6736,94.8,-1.0,-1.0
93,2024-07-01 23:50:11,50.315,66.693,93.8,-1.0,-1.0
92,2024-07-01 23:54:01,50.791,66.715,92.8,-1.0,-1.0
91,2024-07-02 00:07:46,52.488,66.8062,91.8,-1.0,-1.0
90,2024-07-02 00:10:14,52.752,66.8222,90.8,-1.0,-1.0
89,2024-07-02 00:18:47,53.548,66.8714,89.8,-1.0,-1.0
89,2024-07-02 00:19:20,53.619,66.8764,89.6,-1.0,-2.0
88,2024-07-02 00:25:55,54.269,66.9274,88.8,-1.0,-1.0
87,2024-07-02 00:31:42,55.122,67.0036,87.8,-1.0,-1.0
86,2024-07-02 00:36:56,55.801,67.0728,86.8,-1.0,-1.0
85,2024-07-02 00:41:18,56.332,67.1276,85.8,-1.0,-1.0
84,2024-07-02 00:45:10,56.815,67.1802,84.8,-1.0,-1.0
83,2024-07-02 00:50:57,57.406,67.2466,83.8,-1.0,-1.0
82,2024-07-02 00:53:10,57.738,67.2842,82.8,-1.0,-1.0
80,2024-07-02 01:00:34,57.952,67.3078,81.6,-2.0,-2.0
79,2024-07-02 01:05:16,58.563,67.3758,79.8,-1.0,-1.0
78,2024-07-02 01:08:48,58.628,67.3832,79.2,-1.0,-1.0
77,2024-07-02 01:13:31,59.123,67.4384,77.8,-1.0,-1.0
76,2024-07-02 01:15:42,59.419,67.4716,76.8,-1.0,-1.0
75,2024-07-02 01:22:01,59.904,67.5286,75.8,-1.0,-1.0
74,2024-07-02 01:25:52,60.223,67.5672,74.8,-1.0,-1.0
73,2024-07-02 01:32:28,60.798,67.639,73.8,-1.0,-1.0
72,2024-07-02 01:34:39,61.076,67.676,72.8,-1.0,-1.0
70,2024-07-02 01:44:17,61.164,67.6882,71.8,-2.0,-2.0
69,2024-07-02 01:47:52,61.334,67.7116,69.8,-1.0,-1.0
68,2024-07-02 01:49:15,61.501,67.7344,68.8,-1.0,-1.0
67,2024-07-02 02:00:15,61.947,67.7984,67.8,-1.0,-1.0
66,2024-07-02 02:02:10,62.108,67.8234,66.8,-1.0,-1.0
65,2024-07-02 02:07:55,62.705,67.9208,65.8,-1.0,-1.0
64,2024-07-02 02:11:30,62.804,67.938,64.8,-1.0,-1.0
63,2024-07-02 02:16:43,63.091,67.9884,63.8,-1.0,-1.0
62,2024-07-02 02:18:07,63.232,68.0134,62.8,-1.0,-1.0
61,2024-07-02 02:25:16,63.507,68.0622,61.8,-1.0,-1.0
61,2024-07-02 02:26:05,63.552,68.0704,61.6,-1.0,-2.0
60,2024-07-02 02:28:35,63.771,68.1102,60.8,-1.0,-1.0
59,2024-07-02 02:32:09,64.049,68.1602,59.8,-1.0,-1.0
58,2024-07-02 02:51:55,64.174,68.1828,58.8,-1.0,-1.0
81,2024-07-02 03:44:20,65.329,68.415,81.8,-1.0,-1.0
78,2024-07-02 03:54:46,65.369,68.4234,81.0,-3.0,-2.0
77,2024-07-02 03:59:59,65.768,68.5072,77.8,-1.0,-1.0
76,2024-07-02 04:06:50,66.833,68.7344,76.8,-1.0,-1.0
75,2024-07-02 04:09:19,67.183,68.8098,75.8,-1.0,-1.0
75,2024-07-02 04:09:53,67.298,68.835,75.4,-1.0,-2.0
74,2024-07-02 04:12:55,67.72,68.927,74.8,-1.0,-1.0
73,2024-07-02 04:18:41,68.023,68.9924,73.8,-1.0,-1.0
72,2024-07-02 04:19:47,68.17,69.0242,72.8,-1.0,-1.0
71,2024-07-02 04:31:19,68.349,69.0638,71.8,-1.0,-1.0
70,2024-07-02 04:36:50,69.084,69.2274,70.8,-1.0,-1.0
69,2024-07-02 04:40:40,69.503,69.3208,69.8,-1.0,-1.0
68,2024-07-02 04:44:15,69.988,69.427,68.8,-1.0,-1.0
67,2024-07-02 04:48:37,70.293,69.4936,67.8,-1.0,-1.0
66,2024-07-02 04:51:22,70.655,69.5748,66.8,-1.0,-1.0
65,2024-07-02 04:58:15,71.39,69.7402,65.8,-1.0,-1.0
64,2024-07-02 05:01:51,71.823,69.84,64.8,-1.0,-1.0
63,2024-07-02 05:05:24,72.212,69.9308,63.8,-1.0,-1.0
63,2024-07-02 05:05:58,72.3,69.9514,63.4,-1.0,-2.0
62,2024-07-02 05:09:49,72.712,70.0464,62.8,-1.0,-1.0
61,2024-07-02 05:16:07,73.436,70.2142,61.8,-1.0,-1.0
60,2024-07-02 05:20:49,73.951,70.3328,60.8,-1.0,-1.0
59,2024-07-02 05:27:26,74.672,70.5104,59.8,-1.0,-1.0
58,2024-07-02 05:30:27,74.928,70.5882,58.8,-1.0,-1.0
57,2024-07-02 05:35:39,75.253,70.716,57.8,-1.0,-1.0
56,2024-07-02 05:38:58,75.404,70.8026,56.8,-1.0,-1.0
55,2024-07-02 05:43:55,75.516,70.9224,55.8,-1.0,-1.0
54,2024-07-02 05:48:36,75.518,71.0226,54.8,-1.0,-1.0
53,2024-07-02 05:54:37,75.301,71.0566,53.8,-1.0,-1.0
52,2024-07-02 05:57:23,74.832,70.9624,52.8,-1.0,-1.0
51,2024-07-02 06:05:06,74.22,70.8376,51.8,-1.0,-1.0
50,2024-07-02 06:06:28,73.979,70.7894,50.8,-1.0,-1.0
49,2024-07-02 06:12:32,72.802,70.554,49.8,-1.0,-1.0
48,2024-07-02 06:17:45,71.775,70.3438,48.8,-1.0,-1.0
47,2024-07-02 06:23:13,70.765,70.1294,47.8,-1.0,-1.0
46,2024-07-02 06:28:12,69.806,69.9236,46.8,-1.0,-1.0
45,2024-07-02 06:31:12,69.373,69.8298,45.8,-1.0,-1.0
44,2024-07-02 06:34:13,68.79,69.7048,44.8,-1.0,-1.0
43,2024-07-02 06:37:34,68.155,69.5668,43.8,-1.0,-1.0
42,2024-07-02 06:43:03,67.076,69.329,42.8,-1.0,-1.0
41,2024-07-02 06:47:43,66.175,69.1308,41.8,-1.0,-1.0
40,2024-07-02 06:50:43,65.564,68.9962,40.8,-1.0,-1.0
40,2024-07-02 06:51:18,65.412,68.9622,40.4,-1.0,-2.0
39,2024-07-02 06:58:43,64.009,68.6428,39.8,-1.0,-1.0
38,2024-07-02 07:04:12,62.961,68.399,38.8,-1.0,-1.0
37,2024-07-02 07:16:36,60.598,67.8418,37.8,-1.0,-1.0
36,2024-07-02 07:22:55,59.495,67.5702,36.8,-1.0,-1.0
99,2024-07-02 14:10:42,58.487,67.2308,99.8,-1.0,-1.0
98,2024-07-02 14:16:12,58.967,67.2544,98.8,-1.0,-1.0
97,2024-07-02 14:22:13,59.512,67.2782,97.8,-1.0,-1.0
96,2024-07-02 14:31:03,60.37,67.3096,96.8,-1.0,-1.0
95,2024-07-02 14:46:10,62.11,67.3636,95.8,-1.0,-1.0
94,2024-07-02 14:58:30,63.75,67.4144,94.8,-1.0,-1.0
93,2024-07-02 15:08:41,65.028,67.4568,93.8,-1.0,-1.0
93,2024-07-02 15:09:14,65.051,67.459,93.6,-1.0,-2.0
92,2024-07-02 15:15:48,65.437,67.4866,92.8,-1.0,-1.0
91,2024-07-02 15:24:20,65.957,67.5194,91.8,-1.0,-1.0
90,2024-07-02 15:30:08,66.359,67.5398,90.8,-1.0,-1.0
89,2024-07-02 15:37:17,66.898,67.5668,89.8,-1.0,-1.0
88,2024-07-02 15:43:19,67.253,67.5834,88.8,-1.0,-1.0
87,2024-07-02 15:51:49,67.971,67.616,87.8,-1.0,-1.0
86,2024-07-02 15:54:19,68.181,67.6258,86.8,-1.0,-1.0
85,2024-07-02 15:59:33,68.585,67.6468,85.8,-1.0,-1.0
84,2024-07-02 16:02:50,68.84,67.6602,84.8,-1.0,-1.0
83,2024-07-02 16:11:54,69.07,67.6732,83.8,-1.0,-1.0
83,2024-07-02 16:13:01,69.155,67.6784,83.4,-1.0,-1.0
82,2024-07-02 16:17:09,69.511,67.7008,82.8,-1.0,-1.0
81,2024-07-02 16:22:06,69.883,67.725,81.8,-1.0,-1.0
81,2024-07-02 16:23:10,69.964,67.7308,81.2,-1.0,-2.0
80,2024-07-02 16:26:46,70.256,67.751,80.8,-1.0,-1.0
80,2024-07-02 16:27:19,70.297,67.754,80.6,-1.0,-2.0
79,2024-07-02 16:31:27,70.641,67.7872,79.8,-1.0,-1.0
78,2024-07-02 16:35:51,70.969,67.8226,78.8,-1.0,-1.0
77,2024-07-02 16:41:04,71.398,67.87,77.8,-1.0,-1.0
76,2024-07-02 16:44:55,71.519,67.883,76.8,-1.0,-1.0
75,2024-07-02 16:48:28,71.798,67.9128,75.8,-1.0,-1.0
74,2024-07-02 16:51:31,72.053,67.9426,74.8,-1.0,-1.0
73,2024-07-02 17:01:57,72.873,68.0462,73.8,-1.0,-1.0
72,2024-07-02 17:04:09,73.06,68.0678,72.8,-1.0,-1.0
71,2024-07-02 17:08:34,73.44,68.0412,71.8,-1.0,-1.0
70,2024-07-02 17:10:45,73.628,68.02,70.8,-1.0,-1.0
70,2024-07-02 17:11:20,73.669,68.0158,70.6,-1.0,-2.0
69,2024-07-02 17:15:58,74.041,67.9796,69.8,-1.0,-1.0
68,2024-07-02 17:18:26,74.242,67.9578,68.8,-1.0,-1.0
67,2024-07-02 17:24:32,74.747,67.9052,67.8,-1.0,-1.0
66,2024-07-02 17:27:32,74.986,67.8802,66.8,-1.0,-1.0
65,2024-07-02 17:32:12,75.329,67.8434,65.8,-1.0,-1.0
64,2024-07-02 17:35:48,75.637,67.8134,64.8,-1.0,-1.0
63,2024-07-02 17:39:22,75.926,67.7852,63.8,-1.0,-1.0
62,2024-07-02 17:43:28,76.228,67.7524,62.8,-1.0,-1.0
61,2024-07-02 17:47:37,76.507,67.7214,61.8,-1.0,-1.0
60,2024-07-02 17:50:04,76.705,67.6986,60.8,-1.0,-1.0
59,2024-07-02 17:56:08,77.18,67.6416,59.8,-1.0,-1.0
58,2024-07-02 17:59:25,77.409,67.6128,58.8,-1.0,-1.0
57,2024-07-02 18:03:34,77.712,67.5742,57.8,-1.0,-1.0
56,2024-07-02 18:06:19,77.898,67.549,56.8,-1.0,-1.0
55,2024-07-02 18:11:16,78.257,67.499,55.8,-1.0,-1.0
54,2024-07-02 18:13:27,78.392,67.4784,54.8,-1.0,-1.0
53,2024-07-02 18:18:08,78.701,67.4288,53.8,-1.0,-1.0
53,2024-07-02 18:20:36,78.87,67.404,53.8,-1.0,-1.0
52,2024-07-02 18:23:06,79.015,67.3804,52.8,-1.0,-1.0
51,2024-07-02 18:27:29,79.27,67.337,51.8,-1.0,-1.0
50,2024-07-02 18:30:46,79.464,67.3018,50.8,-1.0,-1.0
49,2024-07-02 18:35:44,78.927,67.268,49.8,-1.0,-1.0
47,2024-07-02 18:41:30,78.152,67.2212,47.8,-1.0,-1.0
46,2024-07-02 18:43:09,77.787,67.1986,46.8,-1.0,-1.0
45,2024-07-02 18:48:24,77.362,67.1724,45.8,-1.0,-1.0
44,2024-07-02 18:50:17,76.989,67.1484,44.8,-1.0,-1.0
43,2024-07-02 18:54:43,76.016,67.0846,43.8,-1.0,-1.0
91,2024-07-02 20:04:14,75.838,67.0922,72.2,-1.0,-1.0
90,2024-07-02 20:07:32,75.759,67.1718,90.8,-1.0,-1.0
89,2024-07-02 20:11:21,75.723,67.2016,89.8,-1.0,-1.0
88,2024-07-02 20:11:38,75.706,67.213,89.2,-1.0,-1.0
87,2024-07-02 20:15:13,75.592,67.288,87.8,-1.0,-1.0
86,2024-07-02 20:17:09,75.528,67.328,86.8,-1.0,-1.0
85,2024-07-02 20:20:09,75.407,67.395,85.8,-1.0,-1.0
84,2024-07-02 20:25:22,75.186,67.506,84.8,-1.0,-1.0
83,2024-07-02 20:28:24,75.029,67.5786,83.8,-1.0,-1.0
82,2024-07-02 20:30:53,74.917,67.627,82.8,-1.0,-1.0
81,2024-07-02 20:34:10,74.747,67.697,81.8,-1.0,-1.0
80,2024-07-02 20:36:23,74.62,67.7454,80.8,-1.0,-1.0
79,2024-07-02 20:39:23,74.439,67.8076,79.8,-1.0,-1.0
78,2024-07-02 20:43:32,74.31,67.8482,78.8,-1.0,-1.0
77,2024-07-02 20:47:06,74.084,67.918,77.8,-1.0,-1.0
76,2024-07-02 20:49:18,73.93,67.9628,76.8,-1.0,-1.0
75,2024-07-02 20:52:02,73.731,68.0156,75.8,-1.0,-1.0
74,2024-07-02 20:53:43,73.597,68.049,74.8,-1.0,-1.0
73,2024-07-02 20:58:21,73.252,68.1342,73.8,-1.0,-1.0
72,2024-07-02 21:05:13,72.803,68.2442,72.8,-1.0,-1.0
71,2024-07-02 21:08:33,72.682,68.2728,71.8,-1.0,-1.0
70,2024-07-02 21:11:18,72.492,68.314,70.8,-1.0,-1.0
69,2024-07-02 21:14:51,72.254,68.3636,69.8,-1.0,-1.0
68,2024-07-02 21:17:54,71.989,68.4162,68.8,-1.0,-1.0
67,2024-07-02 21:23:24,71.696,68.4732,67.8,-1.0,-1.0
66,2024-07-02 21:24:44,71.58,68.494,66.8,-1.0,-1.0
65,2024-07-02 21:27:46,71.435,68.5178,65.8,-1.0,-1.0
64,2024-07-02 21:32:59,70.92,68.5984,64.8,-1.0,-1.0
63,2024-07-02 21:35:44,70.648,68.64,63.8,-1.0,-1.0
62,2024-07-02 21:40:59,70.297,68.6902,62.8,-1.0,-1.0
61,2024-07-02 21:42:55,70.088,68.7186,61.8,-1.0,-1.0
60,2024-07-02 21:46:44,69.845,68.749,60.8,-1.0,-1.0
58,2024-07-02 21:51:44,69.6,68.7774,59.6,-2.0,-2.0
56,2024-07-02 21:57:13,69.374,68.7994,57.6,-2.0,-2.0
55,2024-07-02 21:59:42,69.073,68.8238,55.8,-1.0,-1.0
54,2024-07-02 22:03:15,69.011,68.8284,55.2,-1.0,-1.0
53,2024-07-02 22:03:49,68.917,68.8348,54.0,-1.0,-1.0
52,2024-07-02 22:06:34,68.567,68.8566,52.8,-1.0,-1.0
51,2024-07-02 22:09:35,68.279,68.8726,51.8,-1.0,-1.0
51,2024-07-02 22:10:07,68.215,68.8532,51.6,-1.0,-2.0
50,2024-07-02 22:12:37,67.893,68.755,50.8,-1.0,-1.0
49,2024-07-02 22:14:32,67.727,68.7048,49.8,-1.0,-1.0
48,2024-07-02 22:16:44,67.459,68.623,48.8,-1.0,-1.0
48,2024-07-02 22:17:16,67.392,68.6024,48.6,-1.0,-2.0
47,2024-07-02 22:20:01,67.017,68.4878,47.8,-1.0,-1.0
46,2024-07-02 22:23:21,66.573,68.3518,46.8,-1.0,-1.0
45,2024-07-02 22:26:55,66.09,68.2032,45.8,-1.0,-1.0
44,2024-07-02 22:29:24,65.774,68.1058,44.8,-1.0,-1.0
43,2024-07-02 22:34:53,65.041,67.8766,43.8,-1.0,-1.0
42,2024-07-02 22:38:28,64.76,67.7884,42.8,-1.0,-1.0
41,2024-07-02 22:41:13,64.365,67.665,41.8,-1.0,-1.0
40,2024-07-02 22:45:38,63.73,67.4596,40.8,-1.0,-1.0
39,2024-07-02 22:48:55,63.274,67.3086,39.8,-1.0,-1.0
38,2024-07-02 22:53:51,62.608,67.088,38.8,-1.0,-1.0
37,2024-07-02 22:58:15,61.959,66.877,37.8,-1.0,-1.0
36,2024-07-02 23:03:13,61.241,66.6408,36.8,-1.0,-1.0
36,2024-07-02 23:03:46,61.17,66.617,36.6,-1.0,-2.0
35,2024-07-02 23:08:27,60.496,66.3888,35.8,-1.0,-1.0
34,2024-07-02 23:18:04,59.489,66.0348,34.8,-1.0,-1.0
34,2024-07-02 23:18:36,59.422,66.0102,34.6,-1.0,-2.0
33,2024-07-02 23:30:49,58.843,65.8002,33.8,-1.0,-1.0
32,2024-07-02 23:35:30,58.224,65.5768,32.8,-1.0,-1.0
31,2024-07-02 23:43:27,57.414,65.2742,31.8,-1.0,-1.0
31,2024-07-02 23:44:18,57.28,65.2234,31.4,-1.0,-1.0
30,2024-07-02 23:48:57,56.681,64.9936,30.8,-1.0,-1.0
30,2024-07-02 23:49:31,56.584,64.9556,30.6,-1.0,-1.0
29,2024-07-03 00:09:09,55.46,64.509,29.8,-1.0,-1.0
29,2024-07-03 00:09:43,55.398,64.4836,29.6,-1.0,-2.0
99,2024-07-03 02:38:03,54.589,64.0798,87.6,-1.0,-1.0
98,2024-07-03 08:54:39,56.442,64.155,98.8,-1.0,-1.0
97,2024-07-03 09:17:38,58.559,64.2458,97.8,-1.0,-1.0
96,2024-07-03 09:21:12,59.188,64.2758,96.8,-1.0,-1.0
95,2024-07-03 09:34:56,61.288,64.3724,95.8,-1.0,-1.0
94,2024-07-03 09:44:50,63.147,64.4614,94.8,-1.0,-1.0
93,2024-07-03 10:07:38,63.598,64.6416,93.8,-1.0,-1.0
92,2024-07-03 10:20:17,64.026,64.8024,92.8,-1.0,-1.0
